Nama Kost,Tipe,Harga,Harga_Int,Lokasi,Lokasi Clean,Deskripsi,Spesifikasi Kamar,Fasilitas Kamar,Fasilitas Kamar Mandi,Fasilitas Umum,Fasilitas Parkir,Fasilitas Lain,Link,lat,lon
Kost Genaka Batununggal Bandung,Putri,Rp760.000,760000,Kecamatan Batununggal,Batununggal,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Bahari (2.1 km), Alfamart A Yani 419 (1.3 km), Masjid Al Jihad (932 m), Bank BCA KCP Buah Batu (2.4 km), Institut Teknologi Nasional Bandung (2.8 km), RS Ibu dan Anak Al Islam (1.5 km).","3 x 4 meter, Tidak termasuk listrik","Kasur, Lemari / Storage, Bantal","K. Mandi Dalam, Kloset Jongkok, Ember mandi","WiFi, R. Tamu, Dapur","Parkir Motor, Parkir Sepeda, Parkir Motor & Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-putri-murah-kost-genaka-batununggal-bandung?redirection_source=landing%20area,-6.927131374732976,107.63914301836076
Kost Bp Aan Tipe A Cibeunying Kaler Bandung,Putra,Rp600.000,600000,Cibeunying Kaler,Cibeunying Kaler,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Rumah Makan Pondok (210 m), Alfamart A Yani 419 (1.8 km), Masjid Pusdai (64 m), Bank Mandiri Bandung Martadinata (781 m), Universitas Padjadjaran Kampus Dipatiukur (1.3 km), Sinar Abadi Balubur Town Square (1.8 km).","3 x 3 meter, Tidak termasuk listrik","Kasur, Meja, Lemari / Storage, Ventilasi","Kloset Duduk, Kloset Jongkok, K. Mandi Luar, Bak mandi","Jemuran, K. Mandi Luar","Parkir Motor, Parkir Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-putra-murah-kost-bp-aan-tipe-a-cibeunying-kaler-bandung-2?redirection_source=landing%20area,-6.884621207126413,107.63043277370666
Kost Heritage House Paviliun Lengkong Bandung,Campur,Rp1.000.000,1000000,Kecamatan Lengkong,Lengkong,"Kost ini berlokasi dekat dengan jalan raya dengan akses masuk mobil, berlokasi dekat dengan Warteg Bahari (532 m), Circle K (2.9 km), Church of Isa Almasih (957 m), Bank BCA KCP Buah Batu (975 m), Akademi Sekretari Dan Manajemen BSI Bandung (319 m), RS Umum Bungsu (1.8 km).","3 x 3 meter, Tidak termasuk listrik","Kasur, Kursi","Kloset Duduk, Shower","WiFi, Kulkas, Dispenser, Dapur, Pengurus Kos, K. Mandi Luar","Parkir Mobil, Parkir Motor, Parkir Sepeda, Parkir Motor & Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-campur-eksklusif-kost-heritage-house-paviliun-lengkong-bandung?redirection_source=landing%20area,-6.935009224839573,107.62506494040584
Kost Ancol59 Regol Bandung,Campur,Rp1.100.000,1100000,Regol,Regol,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Bahari (394 m), Circle K (407 m), Masjid Jami Nurul Falah (506 m), CIMB Niaga (Buah Batu) (987 m), Akademi Sekretari Dan Manajemen BSI Bandung (773 m), RS Umum Muhammadiyah (877 m).","3 x 3 meter, Tidak termasuk listrik","AC, Kasur, Lemari / Storage","K. Mandi Dalam, Kloset Duduk, Kloset Jongkok, Air panas","WiFi, R. Cuci, R. Jemur, Dapur, K. Mandi Luar","Parkir Motor, Parkir Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-campur-eksklusif-kost-ancol59-regol-bandung?redirection_source=landing%20area,-6.937690081272342,107.61205368586909
Kost Muararajeun Lama 1 Tipe A Cibeunying Kaler Bandung,Campur,Rp885.000,885000,Cibeunying Kaler,Cibeunying Kaler,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Rumah Makan Boemi Mitoha (584 m), Alfamart A Yani 419 (1.3 km), Masjid Pusdai (553 m), Universitas Padjadjaran Kampus Dipatiukur (1.8 km), Sinar Abadi Balubur Town Square (2.3 km).","3 x 4 meter, Termasuk listrik","Kasur, Meja, Lemari / Storage, Ventilasi, Jendela, Cermin, Bantal","K. Mandi Dalam, Kloset Duduk, Ember mandi","WiFi, R. Cuci, Penjaga Kos, R. Jemur, Jemuran, Pengurus Kos, CCTV","Parkir Motor, Parkir Sepeda, Parkir Motor & Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-campur-eksklusif-kost-muararajeun-lama-1-tipe-a-cibeunying-kaler-bandung?redirection_source=landing%20area,-6.886450888173123,107.6278554157741
Kost Healthy Rooms Tipe A Astanaanyar Bandung,Putri,Rp900.000,900000,Kecamatan Astanaanyar,Astanaanyar,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Bahari (1.9 km), Alfamart (3.0 km), Church of Isa Almasih (1.5 km), Bank BJB - Cabang Utama Bandung (1.2 km), Universitas Islam Bandung (2.5 km), RS Umum Bungsu (1.6 km).","3 x 1.5 meter, Termasuk listrik","Kasur, Meja, Lemari / Storage, Ventilasi, Guling, Cermin, Bantal, Kursi","Kloset Duduk, K. Mandi Luar, Air panas","WiFi, Kulkas, Mesin Cuci, Laundry, R. Tamu, R. Jemur, Dapur, Jemuran, Rice Cooker, CCTV","Parkir Motor, Parkir Sepeda, Parkir Motor & Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-putri-murah-kost-healthy-rooms-tipe-a-astanaanyar-bandung-2?redirection_source=landing%20area,-6.938881430485125,107.6029343280169
Kost Cemara Boarding House Lengkong Bandung,Putri,Rp2.250.000,2250000,Kecamatan Lengkong,Lengkong,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Bahari (377 m), Indomaret Surapati 55 (3.3 km), Church of Isa Almasih (89 m), Bank BJB - Cabang Utama Bandung (992 m), Universitas Islam Bandung (2.8 km), RS Umum Bungsu (1.1 km).","3 x 4 meter, Tidak termasuk listrik","AC, Kasur, Meja, TV, Lemari / Storage, Guling, Cermin, Bantal, Kursi, Cleaning service","K. Mandi Dalam, Kloset Duduk, Shower, Air panas","Kulkas, Laundry, Penjaga Kos, R. Makan, R. Santai, Dispenser, Dapur, Pengurus Kos, CCTV, Balcon","Parkir Mobil, Parkir Motor, Parkir Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-putri-eksklusif-kost-cemara-boarding-house-lengkong-bandung-2?redirection_source=landing%20area,-6.935220755930181,107.62500981672696
Kost Kadua Homestay Double Vip Regol Bandung,Campur,Rp2.500.000,2500000,Kecamatan Regol,Regol,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Bahari (1.0 km), Circle K (2.6 km), Church of Isa Almasih (945 m), Bank BJB - Cabang Utama Bandung (1.8 km), Akademi Sekretari Dan Manajemen BSI Bandung (1.5 km), RS Mata Bandung Eye Center (1.7 km).","3.5 x 4.5 meter, Tidak termasuk listrik","AC, Kasur, Meja, Lemari / Storage, Kulkas, Ventilasi, Jendela, Cermin, Wastafel, Kursi","K. Mandi Dalam, Kloset Duduk, Wastafel, Shower, Air panas","WiFi, Kulkas, R. Tamu, Penjaga Kos, R. Jemur, R. Makan, R. Santai, Dapur, Jemuran, Jual Makanan",Parkir Motor,,https://mamikos.com/room/kost-kota-bandung-kost-campur-eksklusif-kost-kadua-homestay-double-vip-regol-bandung?redirection_source=landing%20area,-6.941161531524028,107.61373947801007
Kost Lovina House Tipe A Astanaanyar Bandung,Putri,Rp900.000,900000,Kecamatan Astanaanyar,Astanaanyar,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Bahari (1.6 km), Alfamart (3.1 km), Church of Isa Almasih (1.1 km), Bank BJB - Cabang Utama Bandung (1.0 km), Universitas Islam Bandung (2.5 km), RS Umum Bungsu (1.4 km).","3 x 3 meter, Termasuk listrik","Kasur, Lemari / Storage, Ventilasi, Jendela, Cermin, Bantal","Kloset Duduk, Kloset Jongkok, Wastafel, Shower, Air panas","Kulkas, R. Tamu, Mushola, R. Santai, Dapur, Jemuran, Rice Cooker, Pengurus Kos, CCTV, Rooftop","Parkir Motor, Parkir Sepeda, Parkir Motor & Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-putri-murah-kost-lovina-house-astanaanyar-bandung-3?redirection_source=landing%20area,-6.939178748624732,107.6040413588333
Kost Griya Camar tipe F Lengkong Bandung,Campur,Rp1.350.000,1350000,Lengkong,Lengkong,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Bahari (1.3 km), Alfamart (2.6 km), Church In Bandung (354 m), Bank BJB - Cabang Utama Bandung (1.4 km), Universitas Islam Bandung (2.5 km), RS Umum Bungsu (1.0 km).","3 x 4 meter, Tidak termasuk listrik","Kasur, Meja, Lemari / Storage, Jendela, Cermin, Bantal, Kursi","Kloset Jongkok, K. Mandi Luar, Ember mandi, Shower","WiFi, R. Cuci, Penjaga Kos, R. Jemur, Dapur, Jemuran, CCTV",Parkir Motor & Sepeda,,https://mamikos.com/room/kost-kota-bandung-kost-campur-eksklusif-kost-griya-camar-tipe-f-lengkong-bandung-2?redirection_source=landing%20area,-6.93390646215094,107.62656297793124
Kost Esatu Reguler Lengkong Bandung,Campur,Rp950.000,950000,Kecamatan Lengkong,Lengkong,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Bahari (510 m), Alfamart (3.1 km), Church In Bandung (522 m), Bank BJB - Cabang Utama Bandung (1.2 km), Universitas Islam Bandung (2.8 km), RS Umum Bungsu (1.0 km).","3 x 3 meter, Tidak termasuk listrik","Kasur, Ventilasi, Jendela","K. Mandi Dalam, Kloset Jongkok","WiFi, R. Tamu, R. Jemur, Dapur, Jemuran, Pengurus Kos, CCTV",Parkir Motor & Sepeda,,https://mamikos.com/room/kost-kota-bandung-kost-campur-murah-kost-esatu-reguler-lengkong-bandung-2?redirection_source=landing%20area,-6.933201395408889,107.62430025358758
Kost Pak Hendra Tipe A Batununggal Bandung,Campur,Rp750.000,750000,Kecamatan Batununggal,Batununggal,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Bahari (1.6 km), Alfamart (2.9 km), Masjid Al Jihad (634 m), Bank BJB - Cabang Utama Bandung (2.0 km), Institut Teknologi Nasional Bandung (2.8 km), RS Umum Bungsu (1.7 km).","2.5 x 2.5 meter, Termasuk listrik","Kasur, Lemari / Storage, Ventilasi, Jendela, Guling, Bantal","Kloset Jongkok, K. Mandi Luar, Bak mandi","WiFi, R. Cuci, Kulkas, Penjaga Kos, R. Jemur, Jemuran, CCTV",Parkir Motor & Sepeda,,https://mamikos.com/room/kost-kota-bandung-kost-campur-murah-kost-pak-hendra-tipe-a-batununggal-bandung-2?redirection_source=landing%20area,-6.928600236439022,107.64111671138572
Kost Srigadis 25 Tipe C Regol Bandung,Campur,Rp1.200.000,1200000,Regol,Regol,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Bahari (775 m), Circle K (774 m), Church of Isa Almasih (825 m), Institut Seni Budaya Indonesia Bandung (1.9 km), RSU Bhayangkara Tk II Sartika Asih (2.3 km), Bandung Electronic Center (3.1 km).","5 x 4 meter, Tidak termasuk listrik","Kasur, Meja, Lemari / Storage, Ventilasi, Jendela, Guling, Cermin, Bantal","K. Mandi Dalam, Kloset Jongkok, Ember mandi","WiFi, R. Jemur, R. Makan, R. Santai, Dapur, Jemuran","Parkir Motor, Parkir Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-campur-eksklusif-kost-srigadis-25-tipe-c-regol-bandung?redirection_source=landing%20area,-6.938845824229404,107.61421126406375
Kost Hilman Ardiansyah Bandung Wetan Bandung,Putri,Rp650.000,650000,Bandung Wetan,Bandung Wetan,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Rumah Makan Mirasa (239 m), Circle K (3.2 km), Masjid Al Asy'ari Unisba (138 m), Bank BJB - Kantor Cabang Tamansari (179 m), Universitas Islam Bandung (174 m), RS Umum Tk IV 03.07.03Sariningsih (455 m).","3 x 3 meter, Tidak termasuk listrik","Kasur, Meja, Lemari / Storage","Kloset Duduk, Kloset Jongkok, Ember mandi","WiFi, R. Jemur, Jemuran, K. Mandi Luar",,,https://mamikos.com/room/kost-kota-bandung-kost-putri-murah-kost-hilman-ardiansyah-bandung-wetan-bandung?redirection_source=landing%20area,-6.905594245187114,107.61731662728442
Kost Srigadis 25 Type L Regol Bandung,Campur,Rp1.200.000,1200000,Regol,Regol,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Bahari (774 m), Circle K (1.8 km), Church of Isa Almasih (825 m), Bank Muamalat (2.4 km), Akademi Sekretari Dan Manajemen BSI Bandung (1.2 km), RS Umum Santosa Hospital Bandung Central (2.6 km).","6 x 5 meter, Tidak termasuk listrik","Kasur, Meja, Lemari / Storage, Ventilasi, Guling, Cermin, Bantal","K. Mandi Dalam, Kloset Jongkok, Ember mandi","WiFi, R. Jemur, R. Santai, Dapur, Jemuran","Parkir Motor, Parkir Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-campur-eksklusif-kost-srigadis-25-type-l-regol-bandung?redirection_source=landing%20area,-6.941140024867271,107.61208205482752
Kost 78D Tipe A Regol Bandung,Putri,Rp1.350.000,1350000,Regol,Regol,"Kost ini berlokasi dekat dengan jalan raya dengan akses jalan raya, berlokasi dekat dengan Rumah Makan Cikawao (889 m), Circle K (819 m), Gereja Kristen Kalam Kudus Pasundan (342 m), Citibank Indonesia (1.4 km), Sekolah Tinggi Ilmu Kesehatan Immanuel Bandung (1.4 km), RS Khusus Mata Cicendo (2.0 km).","5 x 4 meter, Tidak termasuk listrik","Kasur, Meja, Lemari / Storage, Jendela, Guling, Bantal, Kursi","K. Mandi Dalam, Kloset Duduk","WiFi, Penjaga Kos, R. Jemur, R. Santai, Dapur, Jemuran, CCTV, Balcon","Parkir Motor, Parkir Sepeda, Parkir Motor & Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-putri-eksklusif-kost-78d-tipe-a-regol-bandung?redirection_source=landing%20area,-6.940636448256472,107.61389199968389
Kost Pak Edwin Standar Kesambi Cirebon,Campur,Rp1.100.000,1100000,Kesambi,Kesambi,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Jaya Bahari (1.3 km), Alfamart (3.2 km), Church of Isa Almasih (1.4 km), Bank BJB - Cabang Utama Bandung (1.9 km), Akademi Sekretari Dan Manajemen BSI Bandung (2.2 km), RS Umum Bungsu (2.2 km).","3 x 4 meter, Tidak termasuk listrik",Ventilasi,K. Mandi Luar,"R. Tamu, Dapur, R. Keluarga",Parkir Motor & Sepeda,,https://mamikos.com/room/kost-kota-cirebon-kost-campur-eksklusif-kost-pak-edwin-standar-kesambi-cirebon?redirection_source=landing%20area,-8.652465069907953,115.17408439896072
Kost Pangarang Tipe Executive Lengkong Bandung,Campur,Rp1.350.000,1350000,Lengkong,Lengkong,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Bahari (892 m), Alfamart (3.0 km), Church of Isa Almasih (527 m), Bank BJB - Cabang Utama Bandung (480 m), Universitas Islam Bandung (2.3 km), RS Umum Bungsu (691 m).","3.3 x 3 meter, Tidak termasuk listrik","Kasur, Meja, Lemari / Storage, Jendela, Guling, Cermin, Bantal","K. Mandi Dalam, Kloset Duduk, Ember mandi","WiFi, Jemuran, Jual Makanan, CCTV","Parkir Motor, Parkir Sepeda, Parkir Motor & Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-campur-eksklusif-kost-pangarang-tipe-executive-lengkong-bandung-2?redirection_source=landing%20area,-6.932767826634967,107.6262705516475
Kost Bu Ella 2 Lengkong Bandung,Putri,Rp1.100.000,1100000,Lengkong,Lengkong,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Abadi (2.6 km), Alfamart A Yani 419 (3.1 km), Church of Isa Almasih (479 m), Citibank Indonesia (442 m), Universitas Islam Bandung (2.6 km), RS Umum Bungsu (863 m).","3 x 4 meter, Termasuk listrik","Kasur, Meja, Lemari / Storage, Kursi","K. Mandi Dalam, Kloset Jongkok, K. Mandi Luar, Ember mandi, Shower, Air panas","Kulkas, Mesin Cuci, Laundry, R. Tamu, R. Jemur, R. Makan, R. Santai, Dispenser, Dapur, TV","Parkir Motor, Parkir Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-putri-murah-kost-bu-ella-2-lengkong-bandung?redirection_source=landing%20area,-6.9352500371089,107.62640993870906
Kost Bersih Ibu Solo Cibeunying Kaler Bandung,Putri,Rp750.000,750000,Kecamatan Cibeunying Kaler,Cibeunying Kaler,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Rumah Makan Pondok (524 m), Alfamart A Yani 419 (1.5 km), Masjid Al Kautsar (1.9 km), Citibank Indonesia (2.6 km), Universitas Padjadjaran Kampus Dipatiukur (1.6 km), RS Ibu dan Anak Al Islam (1.4 km).","3 x 4 meter, Termasuk listrik","Kasur, Lemari / Storage, Guling, Bantal","Kloset Jongkok, K. Mandi Luar, Ember mandi, Bak mandi","WiFi, R. Cuci, R. Tamu, R. Jemur, R. Makan, R. Santai, Dapur, Jemuran, Balcon, R. Keluarga",,,https://mamikos.com/room/kost-kota-bandung-kost-putri-murah-kost-bersih-ibu-solo-cibeunying-kaler-bandung-1?redirection_source=landing%20area,-6.887401774038485,107.62813499896434
Kost Ilufa Regol Bandung,Campur,Rp2.700.000,2700000,Regol,Regol,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Bahari (839 m), Circle K (829 m), Church of Isa Almasih (774 m), Institut Seni Budaya Indonesia Bandung (2.1 km), RSU Bhayangkara Tk II Sartika Asih (2.4 km), Bandung Electronic Center (3.0 km).","3.5 x 4 meter, Termasuk listrik",,"K. Mandi Dalam, Kloset Duduk, Wastafel, Shower, Air panas","Penjaga Kos, R. Jemur, Dapur, Pengurus Kos, CCTV",Parkir Motor,,https://mamikos.com/room/kost-kota-bandung-kost-campur-eksklusif-kost-ilufa-regol-bandung-1?redirection_source=landing%20area,-6.938596439062558,107.61180501301313
Kost Yurani Tipe B Regol Bandung,Campur,Rp600.000,600000,Regol,Regol,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Bahari (991 m), Circle K (1.7 km), Church of Isa Almasih (884 m), Bank Muamalat (2.7 km), Akademi Sekretari Dan Manajemen BSI Bandung (1.5 km), RS Ibu dan Anak Kota Bandung (1.2 km).","3 x 4 meter, Termasuk listrik","Kasur, Lemari / Storage, Ventilasi, Jendela","Kloset Jongkok, K. Mandi Luar, Ember mandi","R. Jemur, Jemuran, CCTV, Balcon",Parkir Motor,,https://mamikos.com/room/kost-kota-bandung-kost-campur-murah-kost-yurani-tipe-b-regol-bandung?redirection_source=landing%20area,-6.940501552961514,107.61520528438142
Kost Ibu Tina Tipe B Cibeunying Kidul Bandung,Putri,Rp750.000,750000,Kecamatan Cibeunying Kidul,Cibeunying Kidul,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Abadi (3.1 km), Alfamart A Yani 419 (282 m), Masjid Pusdai (1.6 km), Bank Mandiri Bandung Priority Banking Soerapatti (2.5 km), Institut Teknologi Nasional Bandung (1.2 km), RS Umum Santo Yusup (625 m).","3 x 3 meter, Tidak termasuk listrik","Kasur, Lemari / Storage, Ventilasi, Jendela, Guling, Bantal, Wastafel","Kloset Jongkok, K. Mandi Luar, Wastafel, Ember mandi","WiFi, R. Cuci, R. Jemur, R. Santai, Dapur, Jemuran, Pengurus Kos, Rooftop, Balcon, K. Mandi Luar","Parkir Motor, Parkir Sepeda, Parkir Motor & Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-putri-murah-kost-ibu-tina-tipe-b-cibeunying-kidul-bandung-2?redirection_source=landing%20area,-6.897021076502833,107.65125079468731
Kost Murah Ancol Timur Iv Tipe A1 Regol Bandung,Putra,Rp600.000,600000,Regol,Regol,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Bahari (2.8 km), Circle K (1.3 km), Masjid Jami Nurul Falah (456 m), CIMB Niaga (Buah Batu) (880 m), Universitas Islam Bandung (3.5 km), RS Umum Muhammadiyah (747 m).","3 x 3 meter, Termasuk listrik",Kasur,"Kloset Jongkok, K. Mandi Luar, Ember mandi, Bak mandi","WiFi, R. Cuci, R. Jemur, CCTV, K. Mandi Luar","Parkir Motor, Parkir Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-putra-murah-kost-murah-ancol-timur-iv-tipe-a1-regol-bandung?redirection_source=landing%20area,-6.941337361498438,107.6141516406452
Kost Griya Camar Tipe C Lengkong Bandung,Campur,Rp900.000,900000,Lengkong,Lengkong,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Bahari (1.3 km), Alfamart (2.6 km), Church In Bandung (354 m), Bank BJB - Cabang Utama Bandung (1.4 km), Universitas Islam Bandung (2.5 km), RS Umum Bungsu (1.0 km).","3 x 3 meter, Tidak termasuk listrik","Kasur, Meja, Lemari / Storage, Jendela, Cermin, Bantal, Kursi","Kloset Jongkok, K. Mandi Luar, Ember mandi, Shower","WiFi, R. Cuci, Penjaga Kos, R. Jemur, Dapur, Jemuran, CCTV",Parkir Motor & Sepeda,,https://mamikos.com/room/kost-kota-bandung-kost-campur-murah-kost-griya-camar-tipe-c-lengkong-bandung?redirection_source=landing%20area,-6.933650226607146,107.6253232359726
Kost Geeta Tipe Vvip Double Regol Bandung,Campur,Rp1.900.000,1900000,Regol,Regol,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Bahari (976 m), Indomaret YPAC (3.2 km), Church of Isa Almasih (570 m), Bank BJB - Cabang Utama Bandung (997 m), Universitas Islam Bandung (2.8 km), RS Umum Bungsu (1.3 km).","3 x 4 meter, Tidak termasuk listrik","Kasur, Lemari / Storage, Ventilasi, Jendela, Guling, Bantal","Kloset Duduk, Shower","WiFi, R. Cuci, Penjaga Kos, R. Jemur, R. Santai, Dapur, Jemuran, Pengurus Kos, CCTV, Rooftop","Parkir Mobil, Parkir Motor",,https://mamikos.com/room/kost-kota-bandung-kost-campur-eksklusif-kost-geeta-tipe-vvip-double-regol-bandung?redirection_source=landing%20area,-6.940084177397191,107.61180951463416
Kost Singgahsini YL Cikawao Tipe B Lengkong Bandung,Putri,Rp2.225.000,2225000,Lengkong,Lengkong,"Kost ini berlokasi dekat dengan jalan raya dengan akses masuk mobil, berlokasi dekat dengan Warteg Bahari (339 m), Indomaret Surapati 55 (3.3 km), Church of Isa Almasih (166 m), Bank BJB - Cabang Utama Bandung (997 m), Universitas Islam Bandung (2.8 km), RS Umum Bungsu (1.1 km).","3.6 x 2.4 meter, Termasuk listrik","AC, Kasur, Meja, Lemari / Storage, Jendela, Cermin, Bantal, Kursi","K. Mandi Dalam, Kloset Duduk, Shower, Air panas","WiFi, R. Cuci, Kulkas, Mesin Cuci, R. Tamu, Penjaga Kos, R. Jemur, Dispenser, Dapur, Jemuran",Parkir Motor & Sepeda,,https://mamikos.com/room/kost-kota-bandung-kost-putri-eksklusif-kost-singgahsini-yl-cikawao-tipe-b-lengkong-bandung-2?redirection_source=landing%20area,-6.9338417292792816,107.62444356568194
Kost Kebon Sirih 6 Tipe C Babakan Ciamis Sumur Bandung,Putri,Rp900.000,900000,Sumur Bandung,Sumur Bandung,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Rumah Makan Kapau Jaya (844 m), Circle K (3.2 km), Masjid Al Asy'ari Unisba (642 m), Bank Permata (447 m), Universitas Islam Bandung (678 m), RS Ibu dan Anak Limijati (799 m).","2.5 x 2.5 meter, Tidak termasuk listrik","Kasur, Lemari / Storage","Kloset Duduk, K. Mandi Luar, Wastafel, Air panas",,"Parkir Motor, Parkir Sepeda",,https://mamikos.com/room/kost-bandung-kost-putri-murah-kost-kebon-sirih-no-6-babakan-ciamis-sumur-bandung?redirection_source=landing%20area,-6.9125850191376905,107.61855869587612
Kost Guyub Tipe A Cibeunying Kaler Bandung,Campur,Rp600.000,600000,Cibeunying Kaler,Cibeunying Kaler,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Abadi (2.2 km), Alfamart (1.3 km), Church In Bandung (2.5 km), Bank BJB Weekend Banking (984 m), Institut Teknologi Nasional Bandung (808 m), RS Ibu dan Anak Al Islam (1.2 km).","3 x 3 meter, Termasuk listrik","Kasur, Lemari / Storage, Guling, Cermin","Kloset Jongkok, K. Mandi Luar, Ember mandi","WiFi, R. Jemur, Jemuran, Pengurus Kos, CCTV, Balcon, K. Mandi Luar",Parkir Motor & Sepeda,,https://mamikos.com/room/kost-kota-bandung-kost-campur-murah-kost-guyub-tipe-a-cibeunying-kaler-bandung?redirection_source=landing%20area,-6.887831882871226,107.62759133090852
Kost Srigadis 25 Tipe A Regol Bandung,Campur,Rp1.200.000,1200000,Regol,Regol,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Bahari (788 m), Circle K (788 m), Church of Isa Almasih (836 m), Institut Seni Budaya Indonesia Bandung (1.9 km), RSU Bhayangkara Tk II Sartika Asih (2.3 km), Bandung Electronic Center (3.1 km).","7 x 8 meter, Tidak termasuk listrik","Kasur, Meja, Lemari / Storage, Ventilasi, Jendela, Guling, Cermin, Bantal","K. Mandi Dalam, Kloset Duduk, Ember mandi","WiFi, R. Jemur, R. Makan, R. Santai, Dapur, Jemuran, Balcon, Taman","Parkir Motor, Parkir Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-campur-eksklusif-kost-srigadis-25-tipe-a-regol-bandung-1?redirection_source=landing%20area,-6.937821543707862,107.61459890944712
