Nama Kost,Tipe,Harga,Harga_Int,Lokasi,Lokasi Clean,Deskripsi,Spesifikasi Kamar,Fasilitas Kamar,Fasilitas Kamar Mandi,Fasilitas Umum,Fasilitas Parkir,Fasilitas Lain,Link,lat,lon
Kost Samping Trans Studio Mall Batununggal Bandung,Campur,Rp850.000,850000,Batununggal,Batununggal,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Berkah Bahari (742 m), Alfamart A Yani 419 (1.8 km), Masjid Al Jihad (1.1 km), Sekolah Tinggi Ilmu Ekonomi Pasundan (695 m).","3 x 3 meter, Termasuk listrik","Kasur, Dispenser, Lemari / Storage, Ventilasi, Jendela, Kursi","Kloset Jongkok, K. Mandi Luar, Wastafel, Bak mandi","WiFi, R. Tamu, R. Jemur, R. Santai, Dispenser, Dapur, Jemuran, Pengurus Kos, CCTV, Balcon","Parkir Motor, Parkir Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-campur-murah-kost-samping-trans-studio-mall-batununggal-bandung-2?redirection_source=landing%20area,-6.927351613882056,107.639945697305
Kost Crysant House Tipe A Cibeunying Kaler Bandung,Campur,Rp1.600.000,1600000,Cibeunying Kaler,Cibeunying Kaler,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Abadi (2.2 km), Alfamart (854 m), Christian Church Pasundan Awiligar (2.2 km), Bank BJB Weekend Banking (1.3 km), Institut Teknologi Nasional Bandung (724 m), RS Ibu dan Anak Al Islam (1.5 km).","3 x 3 meter, Tidak termasuk listrik","Kasur, Meja, Ventilasi, Jendela, Bantal, Wastafel, Kursi","K. Mandi Dalam, Kloset Duduk, Wastafel, Shower, Air panas","WiFi, Penjaga Kos, R. Jemur, R. Santai, Dapur, Jemuran, Pengurus Kos, CCTV, Joglo","Parkir Mobil, Parkir Motor, Parkir Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-campur-eksklusif-kost-crysant-house-tipe-a-cibeunying-kaler-bandung?redirection_source=landing%20area,-6.887979471441159,107.62727952005508
Kost P House Tipe L Andir Bandung,Campur,Rp900.000,900000,Andir,Andir,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Jaya Bahari (904 m), Circle K (3.1 km), Masjid AL-IKHLAS (573 m), Bank Syariah Indonesia KC Bandung Suniaraja (79 m), Universitas Padjadjaran Kampus Dipatiukur (2.9 km), Bandung Electronic Center (1.0 km).","3 x 3 meter, Tidak termasuk listrik","Kasur, Lemari / Storage, Ventilasi, Meja makan, Jendela, Sofa, Wastafel","Kloset Jongkok, Wastafel, Ember mandi, Shower","WiFi, Laundry, R. Makan, R. Santai, Dapur, Pengurus Kos, CCTV, Balcon, K. Mandi Luar","Parkir Motor, Parkir Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-campur-murah-kost-p-house-tipe-l-andir-bandung-2?redirection_source=landing%20area,-6.906239291597566,107.56998768637033
Kost Amavi L Regol Bandung,Putri,Rp1.950.000,1950000,Kecamatan Regol,Regol,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Abadi (3.1 km), Circle K (1.2 km), Church of Isa Almasih (199 m), Citibank Indonesia (1.0 km), Universitas Islam Bandung (3.0 km), RS Umum Muhammadiyah (1.3 km).","2.5 x 4.5 meter, Tidak termasuk listrik","AC, Kasur, Meja, TV, Lemari / Storage, Ventilasi, Jendela, TV Kabel, Kursi","K. Mandi Dalam, Kloset Duduk, Shower, Air panas","WiFi, Kulkas, Penjaga Kos, Dapur, CCTV, Kartu Akses, Balcon, Gazebo, TV","Parkir Motor, Parkir Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-putri-eksklusif-kost-amavi-l-regol-bandung-1?redirection_source=landing%20area,-6.94042708100597,107.614726578108
Kost Pangkur Opat Lengkong Bandung,Putra,Rp1.200.000,1200000,Lengkong,Lengkong,"Kost ini berlokasi dekat dengan jalan raya dengan akses jalan raya, berlokasi dekat dengan Warteg Bahari (495 m), Alfamart A Yani 419 (2.9 km), Masjid Al Waritsin (748 m), CIMB Niaga (Buah Batu) (610 m), Akademi Sekretari Dan Manajemen BSI Bandung (792 m), RS Umum Muhammadiyah (506 m).","3 x 3 meter, Tidak termasuk listrik","AC, TV, Kipas Angin","Kloset Duduk, K. Mandi Luar, Shower, Air panas","WiFi, Mesin Cuci, Penjaga Kos, R. Makan, Dispenser, Dapur, Jemuran, CCTV, TV","Parkir Mobil, Parkir Motor",,https://mamikos.com/room/kost-bandung-kost-putra-eksklusif-kost-pangkur-opat-lengkong-bandung?redirection_source=landing%20area,-6.936263583525458,107.62626226756598
Kost Srimahi Tipe Single Regol Bandung,Campur,Rp1.750.000,1750000,Kecamatan Regol,Regol,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Bahari (679 m), Circle K (2.9 km), Church of Isa Almasih (925 m), Bank BCA KCP Buah Batu (1.1 km), Akademi Sekretari Dan Manajemen BSI Bandung (913 m), RS Mata Bandung Eye Center (910 m).","3 x 3 meter, Tidak termasuk listrik","AC, Kasur, Meja, TV, Lemari / Storage, Ventilasi, Jendela, Cermin, Wastafel, Kursi","K. Mandi Dalam, Kloset Duduk, Wastafel, Shower, Air panas","WiFi, R. Tamu, Penjaga Kos, R. Jemur, R. Santai, Dispenser, Dapur, Pengurus Kos, Jual Makanan, CCTV",Parkir Motor & Sepeda,,https://mamikos.com/room/kost-kota-bandung-kost-campur-eksklusif-kost-srimahi-tipe-single-regol-bandung?redirection_source=landing%20area,-6.939637552466824,107.6135597616112
Kost Rumah Wayang 8 Standart Lengkong Bandung,Campur,Rp2.100.000,2100000,Kecamatan Lengkong,Lengkong,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Abadi (2.9 km), Alfamart A Yani 419 (2.7 km), Church In Bandung (569 m), Citibank Indonesia (725 m), Universitas Islam Bandung (2.9 km), RS Mata Bandung Eye Center (1.3 km).","3 x 4 meter, Tidak termasuk listrik","AC, Kasur, Dispenser, Meja, TV, Lemari / Storage, Kulkas, Ventilasi, Meja makan, Jendela","K. Mandi Dalam, Kloset Duduk, Kloset Jongkok, Ember mandi, Shower, Air panas","WiFi, Kulkas, Laundry, R. Tamu, Penjaga Kos, R. Makan, R. Santai, Dispenser, Dapur, Pengurus Kos","Parkir Mobil, Parkir Motor, Parkir Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-campur-eksklusif-kost-rumah-wayang-8-standart-lengkong-bandung?redirection_source=landing%20area,-6.9332452846923545,107.626255855361
Kost Gatsu Bapak Agus Tipe A Gatot Subroto Batununggal Bandung,Putri,Rp1.100.000,1100000,Batununggal,Batununggal,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Cintaasih (646 m), Alfamart A Yani 419 (2.0 km), Church In Bandung (739 m), Universitas Padjadjaran Kampus Dipatiukur (3.5 km), Bandung Electronic Center (2.6 km).","3 x 4 meter, Tidak termasuk listrik","Kasur, Meja, Meja Rias, Lemari / Storage, Cermin, Bantal, Kipas Angin","K. Mandi Dalam, Kloset Jongkok, Ember mandi, Shower","WiFi, Kulkas, R. Tamu, R. Jemur, R. Makan, Dapur","Parkir Motor, Parkir Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-putri-murah-kost-gatsu-bpk-agus-gatot-subroto-batununggal-bandung?redirection_source=landing%20area,-6.927695773086462,107.64171525318584
Kost Maleo Sumur Bandung Bandung,Putri,Rp600.000,600000,Kecamatan Sumur Bandung,Sumur Bandung,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Rumah Makan Kapau Jaya (872 m), Circle K (3.2 km), Masjid Al Asy'ari Unisba (670 m), Bank Permata (465 m), Universitas Islam Bandung (706 m), RS Ibu dan Anak Limijati (814 m).","3 x 3 meter, Termasuk listrik","Kasur, Meja, Lemari / Storage, Jendela, Guling, Cermin, Bantal","Kloset Duduk, Kloset Jongkok, K. Mandi Luar, Ember mandi, Bak mandi","WiFi, R. Cuci, R. Jemur, Pengurus Kos, K. Mandi Luar","Parkir Motor, Parkir Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-putri-murah-kost-maleo-sumur-bandung-bandung?redirection_source=landing%20area,-6.915393131747322,107.61829190378344
Kost Tegalega 249 Astanaanyar Bandung,Campur,Rp900.000,900000,Kecamatan Astanaanyar,Astanaanyar,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Rumah Makan Cikawao (1.6 km), Circle K (1.6 km), Gereja Kristen Kalam Kudus Pasundan (1.2 km), Citibank Indonesia (2.2 km), Sekolah Tinggi Ilmu Kesehatan Immanuel Bandung (723 m), RS Umum Bungsu (2.3 km).","3 x 4 meter, Tidak termasuk listrik","Kasur, Lemari / Storage",Kloset Jongkok,"WiFi, Penjaga Kos, Jemuran, Pengurus Kos, CCTV, Taman",Parkir Motor,,https://mamikos.com/room/kost-kota-bandung-kost-campur-murah-kost-tegalega-249-astanaanyar-bandung?redirection_source=landing%20area,-6.937175296794731,107.60453305621728
Kost Casa De Suno Exclusive Cicendo Bandung,Campur,Rp3.000.000,3000000,Cicendo,Cicendo,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Abadi (979 m), Alfamart (651 m), Masjid Al Asy'ari Unisba (686 m), Bank BJB - Kantor Cabang Tamansari (744 m), Universitas Islam Bandung (685 m), RS Umum Melinda 2 (524 m).","4 x 4 meter, Tidak termasuk listrik","AC, Kasur, Meja, Lemari / Storage, Jendela, Guling, Cermin, Bantal, Wastafel, Kursi","K. Mandi Dalam, Kloset Duduk, Wastafel, Shower, Air panas","WiFi, Kulkas, Penjaga Kos, R. Jemur, R. Makan, Mushola, R. Santai, Dapur, Jemuran, CCTV","Parkir Mobil, Parkir Motor",,https://mamikos.com/room/kost-kota-bandung-kost-campur-eksklusif-kost-casa-de-suno-exclusive-cicendo-bandung?redirection_source=landing%20area,-6.9025889444183015,107.58805067103108
Kost Terusan Cisokan Cibeunying Kaler Bandung,Putri,Rp1.350.000,1350000,Cibeunying Kaler,Cibeunying Kaler,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Rumah Makan Boemi Mitoha (804 m), Alfamart A Yani 419 (1.1 km), Masjid Pusdai (834 m), Institut Teknologi Nasional Bandung (652 m), Sinar Abadi Balubur Town Square (2.6 km).","3 x 4 meter, Tidak termasuk listrik","Kasur, Meja, Lemari / Storage, Kursi","K. Mandi Dalam, Kloset Duduk, Shower, Air panas","WiFi, Kulkas, Mesin Cuci, R. Jemur, R. Makan, R. Santai, Dapur, TV",Parkir Motor,,https://mamikos.com/room/kost-kota-bandung-kost-putri-eksklusif-kost-terusan-cisokan-cibeunying-kaler-bandung-2?redirection_source=landing%20area,-6.887955717481965,107.62923858480802
Kost Nomad Coliving Asia Afrika Deluxe Lengkong Bandung,Campur,Rp2.499.999,2499999,Lengkong,Lengkong,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Bahari (527 m), Alfamart (3.1 km), Church In Bandung (501 m), Bank BJB - Cabang Utama Bandung (1.1 km), Universitas Islam Bandung (2.7 km), RS Umum Bungsu (1.0 km).","3 x 4 meter, Tidak termasuk listrik","AC, Kasur, Meja, Lemari / Storage, Jendela, Cermin, Bantal, Wastafel, Kursi","K. Mandi Dalam, Kloset Duduk, Wastafel, Shower, Air panas","WiFi, Kulkas, Penjaga Kos, R. Makan, Dapur, Pengurus Kos, CCTV, Rooftop, TV",,,https://mamikos.com/room/kost-kota-bandung-kost-campur-eksklusif-kost-nomad-coliving-asia-afrika-deluxe-lengkong-bandung?redirection_source=landing%20area,-6.935532747218344,107.6243691716833
Kost Haga House 1 Tipe A Regol Bandung,Campur,Rp1.000.000,1000000,Regol,Regol,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Bahari (1.1 km), Circle K (1.0 km), Church of Isa Almasih (730 m), Bank BJB - Cabang Utama Bandung (1.3 km), Universitas Islam Bandung (3.1 km), RS Umum Bungsu (1.6 km).","3 x 4 meter, Termasuk listrik","Kasur, Meja, Ventilasi, Jendela, Guling, Bantal, Wastafel","K. Mandi Dalam, Kloset Duduk, Kloset Jongkok, Wastafel, Ember mandi, Shower","WiFi, Kulkas, R. Tamu, R. Jemur, Mushola, R. Santai, Dapur, Jemuran, Pengurus Kos, CCTV",Parkir Motor,,https://mamikos.com/room/kost-kota-bandung-kost-campur-murah-kost-haga-house-1-tipe-a-regol-bandung-2?redirection_source=landing%20area,-6.940132327380008,107.612222924972
Kost Paledang Lengkong Bandung,Putri,Rp1.300.000,1300000,Kecamatan Lengkong,Lengkong,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Rumah Makan Cikawao (330 m), Alfamart A Yani 419 (3.1 km), Church of Isa Almasih (504 m), Citibank Indonesia (352 m), Akademi Sekretari Dan Manajemen BSI Bandung (931 m), RS Umum Bungsu (742 m).","3 x 4 meter, Tidak termasuk listrik","Kasur, Lemari / Storage, Ventilasi, Jendela, Guling, Cermin, Cleaning service","K. Mandi Dalam, Kloset Jongkok, Ember mandi","R. Tamu, Penjaga Kos, R. Jemur, R. Santai, Jemuran, Pengurus Kos, Jual Makanan, CCTV, Balcon","Parkir Motor, Parkir Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-putri-eksklusif-kost-paledang-lengkong-bandung?redirection_source=landing%20area,-6.932364924048918,107.62716944683072
Kost Nomad Coliving Asia Afrika Superior Lengkong Bandung,Campur,Rp2.299.998,2299998,Lengkong,Lengkong,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Bahari (527 m), Alfamart (3.1 km), Church In Bandung (501 m), Bank BJB - Cabang Utama Bandung (1.1 km), Universitas Islam Bandung (2.7 km), RS Umum Bungsu (1.0 km).","3 x 4 meter, Tidak termasuk listrik","AC, Kasur, Meja, Lemari / Storage, Jendela, Cermin, Bantal, Wastafel, Kursi","K. Mandi Dalam, Kloset Duduk, Wastafel, Shower, Air panas","WiFi, Kulkas, Penjaga Kos, R. Makan, Dapur, Pengurus Kos, CCTV, Rooftop, TV",,,https://mamikos.com/room/kost-kota-bandung-kost-campur-eksklusif-kost-nomad-coliving-asia-afrika-superior-lengkong-bandung?redirection_source=landing%20area,-6.93276248316043,107.62742602874404
Kost Laswi Pavilion I Batununggal Bandung,Putri,Rp850.000,850000,Kecamatan Batununggal,Batununggal,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Bahari (1.6 km), Alfamart A Yani 419 (1.8 km), Masjid Al Jihad (783 m), Bank BCA KCP Buah Batu (1.9 km), Institut Teknologi Nasional Bandung (3.0 km), RS Umum Bungsu (1.8 km).","3 x 3 meter, Termasuk listrik","Kasur, Lemari / Storage, Jendela, Guling, Cermin, Bantal","Kloset Jongkok, K. Mandi Luar","WiFi, Penjaga Kos, Dapur, Balcon, K. Mandi Luar",Parkir Motor,,https://mamikos.com/room/kost-kota-bandung-kost-putri-murah-kost-laswi-pavilion-i-batununggal-bandung?redirection_source=landing%20area,-6.926058194647173,107.63994464456562
Kost Shekinah Bandung Wetan Bandung,Putri,Rp1.510.000,1510000,Bandung Wetan,Bandung Wetan,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Abadi (382 m), Circle K (3.2 km), Masjid Al Asy'ari Unisba (336 m), Bank BJB - Kantor Cabang Tamansari (326 m), Universitas Islam Bandung (300 m), RS Umum Tk IV 03.07.03Sariningsih (775 m).","3 x 2.5 meter, Tidak termasuk listrik","Kasur, Meja, Lemari / Storage, Ventilasi, Jendela, Guling, Bantal, Kursi","K. Mandi Dalam, Kloset Duduk, Shower, Air panas","WiFi, Kulkas, Dispenser, Dapur, Jemuran, CCTV",,,https://mamikos.com/room/kost-kota-bandung-kost-putri-eksklusif-kost-shekinah-bandung-wetan-bandung-2?redirection_source=landing%20area,-6.906011032279029,107.61510559396442
Kost Java Gamelan Lengkong Bandung,Putra,Rp1.550.000,1550000,Kecamatan Lengkong,Lengkong,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Bahari (420 m), Alfamart (2.5 km), Gereja Isa Almasih (1.4 km), Bank BCA KCP Buah Batu (699 m), Sekolah Tinggi Ilmu Ekonomi Pasundan (677 m), RS Mata Bandung Eye Center (738 m).","3 x 4 meter, Tidak termasuk listrik","AC, Kasur, Meja, TV, Lemari / Storage, Jendela, Cermin, Bantal, Kursi","K. Mandi Dalam, Kloset Duduk, Wastafel, Shower, Air panas","WiFi, R. Cuci, Kulkas, Mesin Cuci, R. Tamu, Penjaga Kos, R. Makan, Dispenser, Dapur, Jemuran","Parkir Mobil, Parkir Motor, Parkir Sepeda, Parkir Motor & Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-putra-eksklusif-kost-java-gamelan-lengkong-bandung?redirection_source=landing%20area,-6.935497160865984,107.6275330728146
Kost Griya Camar Tipe D Lengkong Bandung,Campur,Rp1.200.000,1200000,Lengkong,Lengkong,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Bahari (1.3 km), Alfamart (2.6 km), Church In Bandung (354 m), Bank BJB - Cabang Utama Bandung (1.4 km), Universitas Islam Bandung (2.5 km), RS Umum Bungsu (1.0 km).","3 x 3 meter, Tidak termasuk listrik","Kasur, Meja, Lemari / Storage, Jendela, Cermin, Bantal, Kursi","Kloset Jongkok, K. Mandi Luar, Ember mandi, Shower","WiFi, R. Cuci, Penjaga Kos, R. Jemur, Dapur, Jemuran, CCTV",Parkir Motor & Sepeda,,https://mamikos.com/room/kost-kota-bandung-kost-campur-eksklusif-kost-griya-camar-tipe-d-lengkong-bandung-2?redirection_source=landing%20area,-6.935623326024849,107.62655659458
Kost Ibu Fany Saad Tipe Sedang Sumur Bandung,Putri,Rp1.300.000,1300000,Kecamatan Sumur Bandung,Sumur Bandung,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Bahari (1.2 km), Alfamart (2.6 km), Church In Bandung (606 m), Bank BJB - Cabang Utama Bandung (478 m), Universitas Islam Bandung (1.9 km), RS Umum Bungsu (201 m).","3 x 4 meter, Termasuk listrik","Meja, Lemari / Storage, Jendela","K. Mandi Dalam, Kloset Jongkok, Ember mandi, Shower, Air panas","WiFi, R. Cuci, Kulkas, Mesin Cuci, Laundry, R. Tamu, R. Jemur, R. Makan, R. Santai, Dispenser",,,https://mamikos.com/room/kost-kota-bandung-kost-putri-eksklusif-kost-ibu-fany-saad-tipe-sedang-sumur-bandung-bandung?redirection_source=landing%20area,-6.915259484365516,107.61813363476207
Kost Gajah Sebelas Lengkong Bandung,Campur,Rp3.499.999,3499999,Kecamatan Lengkong,Lengkong,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Bahari (695 m), Circle K (3.1 km), Church of Isa Almasih (1.1 km), Bank BCA KCP Buah Batu (852 m), Akademi Sekretari Dan Manajemen BSI Bandung (320 m), RS Umum Bungsu (1.9 km).","5 x 4.5 meter, Tidak termasuk listrik","AC, Kasur, Lemari / Storage, Jendela, Cermin, Bantal, Kursi","K. Mandi Dalam, Kloset Duduk, Shower, Air panas","WiFi, Penjaga Kos, Pengurus Kos, Jual Makanan, CCTV, Balcon, TV","Parkir Mobil, Parkir Motor",,https://mamikos.com/room/kost-kota-bandung-kost-campur-eksklusif-kost-gajah-sebelas-lengkong-bandung-2?redirection_source=landing%20area,-6.9339667258613895,107.62792867095578
Kost Bumi Putri Sukasenang Tipe B Cibeunying Kidul Bandung,Putri,Rp1.450.000,1450000,Cibeunying Kidul,Cibeunying Kidul,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Alfamart Bojong Koneng (1.1 km), Institut Teknologi Nasional Bandung (229 m), Sinar Abadi Balubur Town Square (2.8 km).","3 x 4 meter, Termasuk listrik","Kasur, Meja, Lemari / Storage, Kursi","K. Mandi Dalam, Kloset Duduk, Wastafel, Air panas","WiFi, Kulkas, Penjaga Kos, R. Jemur, R. Makan, Dapur","Parkir Mobil, Parkir Motor, Parkir Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-putri-eksklusif-kost-bumi-putri-sukasenang-tipe-b-cibeunying-kidul-bandung?redirection_source=landing%20area,-6.899428424010599,107.64911255866808
Kost Otto Residence Tipe D Astanaanyar Bandung,Campur,Rp1.800.000,1800000,Astanaanyar,Astanaanyar,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Jaya Bahari (211 m), Circle K (534 m), Masjid Raya Bandung (446 m), Bank BJB - Cabang Utama Bandung (905 m), Institut Seni Budaya Indonesia Bandung (3.4 km), Bandung Electronic Center (2.0 km).","4 x 4 meter, Tidak termasuk listrik","AC, Kasur, Meja, Meja Rias, Lemari / Storage, Ventilasi, Jendela, Cermin, Bantal, Wastafel","K. Mandi Dalam, Kloset Duduk, Wastafel, Shower, Air panas","WiFi, R. Jemur, Dapur, Jemuran","Parkir Motor, Parkir Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-campur-eksklusif-kost-otto-residence-tipe-d-astanaanyar-bandung?redirection_source=landing%20area,-6.93802074503869,107.60484263040952
Kost Faiz Tipe B Sumur Bandung Bandung,Putra,Rp750.000,750000,Kecamatan Sumur Bandung,Sumur Bandung,"Kost ini berlokasi dekat dengan jalan raya dengan akses masuk mobil, berlokasi dekat dengan Rumah Makan Mirasa (616 m), Circle K (3.2 km), Masjid Al Asy'ari Unisba (570 m), Bank Permata (418 m), Universitas Islam Bandung (605 m), RS Khusus Mata Cicendo (303 m).","3 x 3 meter, Termasuk listrik","Kasur, Lemari / Storage","Kloset Duduk, Kloset Jongkok, K. Mandi Luar, Ember mandi, Shower, Air panas","WiFi, K. Mandi Luar","Parkir Motor, Parkir Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-putra-murah-kost-faiz-tipe-b-sumur-bandung-bandung-2?redirection_source=landing%20area,-6.915483515945689,107.61684378045364
Kost P House Tipe Premium Andir Bandung,Campur,Rp1.250.000,1250000,Andir,Andir,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Abadi (1.6 km), Alfamart (2.0 km), Masjid Al Asy'ari Unisba (1.4 km), Bank BJB - Cabang Utama Bandung (835 m), Universitas Islam Bandung (1.4 km), RS Umum Bungsu (1.1 km).","3 x 4 meter, Termasuk listrik","Kasur, Lemari / Storage, Ventilasi, Jendela, Wastafel","K. Mandi Dalam, Kloset Duduk, Shower","WiFi, Laundry, Dapur, Jemuran, CCTV",Parkir Motor,,https://mamikos.com/room/kost-kota-bandung-kost-campur-eksklusif-kost-p-house-tipe-premium-andir-bandung-2?redirection_source=landing%20area,-6.905989996978337,107.57041070160176
Kost Sitimunigar Reguler Astanaanyar Bandung,Campur,Rp1.300.000,1300000,Kecamatan Astanaanyar,Astanaanyar,"Kost ini berlokasi dekat dengan jalan raya dengan akses masuk mobil, berlokasi dekat dengan Warteg Bahari (1.5 km), Alfamart (2.8 km), Church of Isa Almasih (1.1 km), Bank BJB - Cabang Utama Bandung (1.3 km), Universitas Islam Bandung (2.9 km), RS Umum Bungsu (1.6 km).","3 x 3 meter, Tidak termasuk listrik","Kasur, Meja, Lemari / Storage, Jendela, Kursi","K. Mandi Dalam, Kloset Duduk, Ember mandi, Shower","WiFi, Laundry, Penjaga Kos, R. Makan, R. Santai, Dapur, Pengurus Kos, CCTV, Balcon, R. Keluarga","Parkir Motor, Parkir Motor & Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-campur-eksklusif-kost-sitimunigar-reguler-astanaanyar-bandung?redirection_source=landing%20area,-6.938876355786187,107.60184883433764
Kost Rania Modern Tipe A1 Regol Bandung,Putri,Rp950.000,950000,Regol,Regol,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Bahari (876 m), Alfamart (3.2 km), Church of Isa Almasih (449 m), Bank BJB - Cabang Utama Bandung (723 m), Universitas Islam Bandung (2.5 km), RS Umum Bungsu (984 m).","3 x 3 meter, Tidak termasuk listrik","Kasur, Meja, Lemari / Storage, Ventilasi, Jendela, Guling, Cermin, Bantal, Kursi, Kipas Angin","K. Mandi Dalam, Kloset Duduk, Shower","WiFi, R. Jemur, Dispenser, Dapur, Jemuran, Pengurus Kos, K. Mandi Luar","Parkir Motor, Parkir Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-putri-murah-kost-rania-modern-tipe-a1-regol-bandung-2?redirection_source=landing%20area,-6.941484276989615,107.61476648208446
Kost Salamah Tipe A Regol Bandung,Campur,Rp700.000,700000,Kecamatan Regol,Regol,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Jaya Bahari (350 m), Circle K (522 m), Masjid Raya Bandung (417 m), Bank BJB - Cabang Utama Bandung (824 m), Institut Seni Budaya Indonesia Bandung (3.2 km), RSU Bhayangkara Tk II Sartika Asih (3.6 km).","2.9 x 3 meter, Termasuk listrik","Kasur, Lemari / Storage, Sofa","Kloset Jongkok, K. Mandi Luar, Ember mandi, Bak mandi","R. Cuci, R. Tamu, R. Jemur, R. Santai, Dapur, K. Mandi Luar","Parkir Motor, Parkir Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-campur-murah-kost-salamah-tipe-a-regol-bandung?redirection_source=landing%20area,-6.941469213393193,107.61256488273268
Kost Nangkasuni 47F Tipe A Bandung Wetan Bandung,Putri,Rp515.000,515000,Kecamatan Bandung Wetan,Bandung Wetan,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Rumah Makan Kapau Jaya (481 m), Circle K (3.0 km), Masjid Salman ITB (1.5 km), Bank Syariah Indonesia KC Bandung Suniaraja (1.1 km), Institut Teknologi Bandung (1.7 km), RS Ibu dan Anak Limijati (830 m).","3 x 3 meter, Tidak termasuk listrik","Kasur, TV, Lemari / Storage, Kulkas, Wastafel, Cleaning service","Kloset Jongkok, K. Mandi Luar, Bak mandi","R. Cuci, Kulkas, Laundry, R. Tamu, R. Jemur, R. Makan, Mushola, R. Santai, Dapur, Balcon","Parkir Motor, Parkir Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-putri-murah-kost-nangkasuni-47f-tipe-a-bandung-wetan-bandung?redirection_source=landing%20area,-6.906547122365442,107.61468866561503
